도서번호	등록번호	작가명(저자)	도서명	출판사
247	EM00248	그라운드 업  : 스타벅스 하워드 슐츠의 원칙과 도전	"하워드 슐츠,조앤 고든 지음,안기순 옮김"	행복한북클럽
248	EM00249	돈의 역사는 되풀이된다  : 돈의 흐름을 읽는 눈	홍춘욱 지음	포르체
249	EM00250	생각이 너무 많은 서른 살에게  : 25년간 세계 최고의 인재들과 일하며 배운 것들	김은주 지음	메이븐
250	EM00251	해커스 토익 Reading	데이비드 조 지음	해커스어학연구소
251	EM00252	순간의 철학  : 찰나에서 시작하여 영원으로 깊어지는 인문학 이야기	함돈균 지음	난다
252	EM00253	"당신의 말이 역사가 되도록  : 구술을 어떻게 듣고,  기록할 것인가"	"이호연,유해정,박희정 지음"	코난북스
253	EM00254	"진짜 아픈 사람 맞습니다  : 교도소로 출근하는 청년 의사,  그가 만난 감춰진 세계"	최세진 지음	어떤책
254	EM00255	사회학적 방법의 규칙들 : 뒤르켐 사회학 방법론의 이해	"에밀 뒤르켐 지음,윤병철,박창호 공옮김"	새물결
255	EM00256	"플랫폼 비즈니스의 미래  = ,The future of platform business  : 디지털 플랫폼 전쟁에서 어떻게 승리할 것인가"	"이성열,양주성 지음"	리더스북 :웅진씽크빅
256	EM00257	흔한남매 과학 탐험대	"원작: 흔한남매, 이재국,이현진, 김덕영"	주니어김영사 :김영사
257	EM00258	국수  : 김숨 소설집	김숨	창비
258	EM00259	낙타의 뿔  : 윤순례 장편소설	윤순례	은행나무
259	EM00260	노예 틈입자 파괴자  : 이치은 장편소설	이치은	알렙
260	EM00261	극해  : 임성순 장편소설	임성순	은행나무
261	EM00262	"디멘젼 머신  = ,Dimension machine"	오인석	좋은땅
262	EM00263	바벨  : 정용준 장편소설	정용준	문학과지성사
263	EM00264	목화  : 소설 문익점  : 표성흠 장편소설	표성흠	산지니
264	EM00265	보헤미안 랩소디  : 정재민 장편소설	정재민	나무옆의자
265	EM00266	말하자면 좋은 사람  : 정이현 짧은 소설	"정이현,그린이: 백두리"	마음산책
266	EM00267	바다로 간 오리  : 김제철 소설	김제철	작가와비평
267	EM00268	밤의 여행자들  : 윤고은 장편소설	윤고은 지음	민음사
268	EM00269	샛별클럽의 천사들  : 임세혁 장편소설	임세혁	테라스북
269	EM00270	수박  : 이은조 소설집	이은조	작가정신
270	EM00271	양춘단 대학 탐방기  : 박지리 장편소설	박지리	사계절
271	EM00272	예테보리 쌍쌍바  : 박상 소설	박상	작가정신
272	EM00273	왕자 이우  : 조선왕조의 마지막 자존심  : 김종광 장편소설	김종광	다산북스
273	EM00274	원동중 야구부	김형주 지음	책에이름
274	EM00275	퀼트 탑  : 홍영숙 소설집	홍영숙	문이당
275	EM00276	"퀼트,  퀼트  : 양선미 소설집"	양선미	현대문학
276	EM00277	"그럼에도 여행  : 소유흑향,  무모해서 눈부신 청춘의 기록"	노경원 지음	Seedpaper(시드페이퍼)
277	EM00278	"Herstory  = ,허스토리  : 최문정 장편소설"	최문정	다차원북스
278	EM00279	개로 그리다 : 올드독 작가 정우열과 반려견 소리 그리고 풋코의 동고동락 10년	정우열 지음.	알에이치코리아
279	EM00280	고맙다는 말 사랑한다는 말 힘내라는 말	김요한 지음	바이북스
280	EM00281	아트로드  : 스물넷에 떠난 컬러풀한 세계일주	글· 김물길	RHK(알에이치코리아)
281	EM00282	산 아래 작은 암자에는 작은 스님이 산다	현진	담앤북스
282	EM00283	사랑의 황금률 : 문학평론가 이경호의 풍요로운 문학의 길을 찾아가는 에세이	"이경호 글,토끼도둑 그림"	황금알
283	EM00284	모든 아빠는 딸들의 첫사랑이었다 : 딸에게 물려주는 아빠의 아이디어 노트	"이경모 지음,송민선 그림"	이야기나무
284	EM00285	마술 라디오  : 오래 걸을 때 나누고 싶은 이야기	정혜윤 지음	한겨레출판
285	EM00286	또또	조은 지음	로도스
286	EM00287	때로는 마음도 체한다  : 내 마음의 상처 보듬어 주기	변상규 지음	에디터
287	EM00288	된장 담그는 시인  :  이위발 산문집  : 이위발 산문집 : 이위발 산문집	이위발 지음	엠블라
288	EM00289	당신은 나의 봄입니다	"윤세영 지음,김수진 그림"	이답
289	EM00290	(말글레터) 당신과 나누고 싶은 이야기가 있었다  : 말과 글에 대한 김재화의 생각	김재화 지음	디아스포라
290	EM00291	낯선 바람을 따라 떠나라	신혜은 찍고 씀.	교보문고
291	EM00292	나는 달걀 배달하는 농부	김계수 지음	나무를 심는 사람들
292	EM00293	"글로벌 거지 부부  : 국적 초월,  나이 초월,  상식 초월,  9살 연상연하 커플의 무일푼 여행기"	박건우 지음	소담출판사 :태일소담
293	EM00294	그저 바라볼 수만 있어도	박도순 지음	사진예술사
294	EM00295	엄마의 등  : 김혜란 포토에세이	김혜란	수필과비평사
295	EM00296	낙타 코끼리 얼룩말  : 정익진 시집	정익진	신생
296	EM00297	당신이 이기지 못할 상처는 없다  : 심리상담가가 문학에서 찾아낸 한 문장의 위로와 응원	박민근 지음	청림출판
297	EM00298	읽으면 행복하다	이만수 지음	이담books :한국학술정보
298	EM00299	"주은샘,  중국을 만나다  : 북경 한국국제학교 이야기"	김주은	해성
299	EM00300	지구 세 바퀴 거리를 뛴 자동차여행  : 동서양의 자연과 삶 그리고 문화이야기	권태명 지음	시대정신
300	EM00301	당신 덕분에 여기까지 왔습니다  : 물처럼 낮은 곳에서 당신이 보여 주신 희망의 노래	최종수 지음	이지출판
301	EM00302	(일할 수 있어 행복한 특별한 사람들의) 행복공장 이야기	정덕환 지음	서강출판사
302	EM00303	"할매의 봄날  : 여든일곱 번째 봄,  여름,  가을,  겨울"	"이영복 지음,신미숙 그림"	책미래
303	EM00304	파랑새 놓아주기	"김지완 지음,송민선 그림"	이야기나무
304	EM00305	(철학자 하일성의) 야구 몰라요 인생 몰라요  : 따뜻한 가슴은 열정보다 아름답다	"하일성 지음,박태옥 정리"	동아시아
305	EM00306	책상 엿보기	윤태진 지음	교보문고
306	EM00307	아기가 살짝 엿들은 말	양정자	실천문학사
307	EM00308	"쫄지마,  학교 밖으로!  : 막내딸과 함께한 거침없는 대안교육 에세이"	송경호 지음	세창미디어
308	EM00309	있는 그대로 나를 바라보기 : 나에게 보내는 심리학 편지	이동연 지음	평단문화사
309	EM00310	우리가 살던 집  : 이방헌 수필집  : 희망을 진찰합니다	이방헌 지음	비가람
310	EM00312	시간이 우리를 잊지않도록  :  윤환 시집	윤환 지음	청어
311	EM00313	검은등뻐꾸기의 울음  : 임보 시집	임보	시학(시와 시학)
312	EM00314	고양이의 잠  : 김예강 시집	김예강	작가세계
313	EM00315	그 사람은 돌아오고 나는 거기 없었네	안상학	실천문학사
314	EM00316	낙타는 비를 기다리지 않는다	박철영 지음	황금알
315	EM00317	기억하는 손금  : 오석균 시집	오석균	천년의시작
316	EM00318	꽃이 아름다운 건 지기 때문이다  : 정석균 시집	정석균	시산맥사
317	EM00319	나는 지금 외출 중  : 문영규 시집	문영규	푸른사상(Prunsasang)
318	EM00320	나선형의 저녁  : 정용화 시집	정용화	애지
319	EM00321	느티나무 비명 碑銘  : 유재영 시조집	유재영	동학사
320	EM00322	달북  : 문인수 시집	문인수	시인동네 :문학의전당
321	EM00324	바탕화면  : 권순학 시집	권순학	시학(시와 시학)
322	EM00325	벌락마을 : 김성도 시집	김성도 지음	황금알
323	EM00326	별박이자나방  : 문효치 시집	문효치	서정시학
324	EM00327	사람의 저녁  : 박현태 시집	박현태	토담미디어
325	EM00328	사랑을 기억하는 방식  : 김주대 시집	김주대	現代詩學
326	EM00329	"사이,  시선의 간극  : 박소진 시집"	박소진	문학의전당
327	EM00330	사진관집 이층  : 신경림 시집	신경림 지음	창비
328	EM00331	수리산 연작  : 김동호 시집	김동호	문학아카데미
329	EM00332	수원 남문 언덕  : 최동호 시집	최동호	서정시학
330	EM00333	달고 차가운  : 오현종 장편소설	오현종	민음사
331	EM00334	시냇달  : 조정권 시집	조정권	서정시학
332	EM00335	앨리스를 찾아서	박강우	천년의시작
333	EM00336	오각의 방  : 김종태 시집	김종태	작가세계
334	EM00337	인삼반가사유상  : 배우식 시조집	배우식	천년의시작
335	EM00339	일교차로 만든 집	정채원	천년의시작
336	EM00340	"장생포,  그곳에 가면  : 이영필 시집"	이영필	책만드는집
337	EM00341	내 이름을 그대가 읽을 날  : 안정옥 시집	안정옥	작가세계
338	EM00342	참말  : 윤효 시집	윤효	시학(시와 시학)
339	EM00343	바리연가집	강은교 저	실천문학사
340	EM00344	칠 일이 지나고 오늘  : 이성미 시집	이성미	문학과지성사
341	EM00345	투승점을 찍다  : 김소해 시집	김소해	나무아래서
342	EM00346	하늘 나무  : 구이람 시집	구이람	시학(시와시학)
343	EM00347	하모니카 부는 오빠  : 문정 시집	문정	애지
344	EM00348	허공을 달리는 코뿔소 : 최승호 詩集	최승호 지음	난다:문학동네
345	EM00349	화답  : 김영재 시집	김영재	책만드는집
346	EM00350	syzygy  : 신해욱 시집	신해욱	문학과지성사
347	EM00351	나뭇잎의 QR코드  : 임솔내 시집	임솔내	문학세계사
348	EM00352	"여름의 묘약  : 프로방스,  홀로 그리고 함께  : 김화영 산문집"	김화영	문학동네
349	EM00353	한국문학의 최전선과 세계문학  : 유희석 평론집	유희석	창비
350	EM00354	혼자가 혼자에게 : 이병률 산문집	이병률 지음	달
351	EM00355	물 만난 물고기  : 이찬혁 소설	이찬혁	수카 :다산북스
352	EM00356	인생의 마지막 순간에서  : 죽음과 죽어감에 관한 실질적 조언	"샐리 티스데일 지음,박미경 옮김"	Being :로크미디어
353	EM00357	천년의 질문  : 조정래장편소설	조정래 지음	해냄출판사
354	EM00358	천년의 질문  : 조정래장편소설	조정래 지음	해냄출판사
355	EM00359	끝까지 남겨두는 그 마음  : 나태주 필사시집	"나태주,캘리그라피: 배정애,삽화: 슬로우어스"	북로그컴퍼니
356	EM00360	"돈의 감각  = ,The sense of money  : 절호의 투자 타이밍을 귀신같이 눈치채는 비결"	이명로 지음	비즈니스북스
357	EM00361	"로마법 수업  = ,Lectio iuris Romani  : 흔들리지 않는 삶을 위한 천 년의 학교"	한동일 지음	문학동네
358	EM00362	역사의 쓸모  : 자유롭고 떳떳한 삶을 위한 22가지 통찰	최태성 지음	다산초당 :다산북스
359	EM00363	"90년생이 온다 : 간단함,  병맛,  솔직함으로 기업의 흥망성쇠를 좌우하는"	임홍택 지음	whalebooks:웨일북
360	EM00364	역사e : 세상을 깨우는 시대의 기록	EBS <역사채널e> 제작팀 지음	북하우스
361	EM00365	말센스 : 흥분하지 않고 우아하게 리드하는	"셀레스트 헤들리 지음,김성환 옮김"	스몰빅라이프
362	EM00366	아주 작은 습관의 힘  : 최고의 변화는 어떻게 만들어지는가	"제임스 클리어 지음,이한이 옮김"	비즈니스북스
363	EM00367	봉제인형 살인사건	"다니엘 콜 지음,유혜인 옮김"	북플라자
364	EM00368	공부머리 독서법 : 실현 가능하고 지속 가능한 독서 교육의 모든 것	최승필 지음	책구루
365	EM00369	인간 본성의 법칙	"로버트 그린 지음,이지연 옮김"	위즈덤하우스 :위즈덤하우스 미디어그룹
366	EM00370	반일 종족주의  : 대한민국 위기의 근원	"이영훈,김낙년,김용삼,주익종,정안기,이우연"	미래_H :미래사
367	EM00371	퇴근길 인문학 수업  : 관계  : 나를 바라보고 상대방을 이해하는 심리의 첫걸음	편저: 백상경제연구원	한빛비즈
368	EM00372	아몬드  : 손원평 장편소설	손원평 지음	창비
369	EM00373	직지 : 아모르 마네트	김진명 지음	쌤앤파커스
370	EM00374	직지  : 아모르 마네트  : 김진명 장편소설	김진명	쌤앤파커스
371	EM00375	아주 무서운 날	"탕무니우 글·그림,홍연숙 옮김"	찰리북
372	EM00376	샘마을 몽당깨비 : 황선미 장편동화	"황선미,그린이: 김성민"	창비
373	EM00377	백 살에는 되려나 균형 잡힌 마음 : 100세 정신과 의사 할머니의 마음 처방전	"다카하시 사치에 지음,정미애 옮김"	바다출판사
374	EM00378	귀신보다 더 무서워	"허은순 글,김이조 그림"	보리
375	EM00379	마법사 똥맨	"송언,그린이: 김유대"	창비
376	EM00380	초록 토끼를 만났다	"송찬호 지음,안경미 그림"	문학동네
377	EM00381	한밤중 달빛 식당	"이분희 지음,윤태규 그림."	비룡소
378	EM00382	(꿈꾸는) 변신대왕	이지선	장영
379	EM00383	멍멍 강아지로 변했어요	"유시나 글,임유정 그림"	쉼어린이 :쉼
380	EM00384	안아 드립니다	"프쉐맥 베흐테로비치,그린이: 에밀리아 지우박,옮긴이: 길상효"	씨드북
381	EM00385	행운 전달자	"니콜라우스 하이델바흐 글·그림,김경연 옮김"	풀빛
382	EM00386	우리 반 일등은 외계인	"비르지니 엘 삼 글,에스텔 비용 스파뇰 그림,김주열 옮김"	스콜라:위즈덤하우스
383	EM00387	빨래는 지겨워	"하서찬 글,애슝 그림"	웅진주니어 :웅진씽크빅
384	EM00388	조막만 한 조막이	"이현 글,권문희 그림"	휴먼어린이
385	EM00389	앵그리 병두의 기똥찬 크리스마스 : 성완 동화	"성완 지음,김효은 그림"	사계절
386	EM00390	분홍문의 기적	"강정연 글,김정은 그림"	비룡소
387	EM00391	알렙이 알렙에게	"최영희 글,PJ. Kim 그림."	해와나무
388	EM00392	"멧돼지가 쿵쿵,  호박이 둥둥"	"김애란 지음,박세영 그림"	창비
389	EM00393	마법의 빨간 부적 : 김리리 동화	"김리리 지음,이주희 그림"	창비
390	EM00394	꽃섬 고양이 : 김중미 동화집	"김중미 지음,이윤엽 그림."	창비
391	EM00395	아름다운 아이	"R.J. 팔라시오 지음,천미나 옮김"	책과콩나무
392	EM00396	화요일의 두꺼비	"러셀 에릭슨 지음,김종도 그림,햇살과나무꾼 옮김"	사계절
393	EM00397	희망 버리기 기술  : 엉망진창인 세상에서 흔들리지 않고 나아가는 힘	"마크 맨슨 지음,한재호 옮김"	갤리온 :웅진씽크빅
394	EM00398	"진이,  지니  : 정유정 장편소설"	정유정	은행나무
395	EM00399	혼자 되었을 때 보이는 것	"남찬숙 지음,정지혜 그림"	미세기
396	EM00400	호랭이 꼬랭이 말놀이	"오호선 글,남주현 그림."	길벗어린이
397	EM00401	42가지 마음의 색깔	"크리스티나 누녜스 페레이라,라파엘 R. 발카르셀 지음,남진희 옮김"	레드스톤 :인터파크
398	EM00402	곰팡이 보고서  : 박효미 동화집	"박효미,그린이: 정문주"	한겨레아이들 :한겨레출판
